2026-05-31 23:16:23.062 [main] INFO  c.H.service.AuthService - Attempting authentication for user with email: john.doe@example.com
2026-05-31 23:16:23.091 [main] INFO  c.H.service.AuthService - User authenticated successfully - Email: john.doe@example.com, Role: PATIENT
2026-05-31 23:16:23.161 [main] INFO  c.H.service.AuthService - Attempting to register new user with email: john.doe@example.com
2026-05-31 23:16:23.162 [main] WARN  c.H.service.AuthService - Registration failed: User already exists with email: john.doe@example.com
2026-05-31 23:16:23.183 [main] INFO  c.H.service.AuthService - Attempting authentication for user with email: john.doe@example.com
2026-05-31 23:16:23.190 [main] WARN  c.H.service.AuthService - Authentication failed: Invalid credentials for email: john.doe@example.com
2026-05-31 23:16:23.206 [main] INFO  c.H.service.AuthService - Attempting to register new user with email: john.doe@example.com
2026-05-31 23:16:23.208 [main] INFO  c.H.service.AuthService - User registered successfully - Name: John Doe, Email: john.doe@example.com, Phone: 1234567890, Role: PATIENT
2026-05-31 23:17:32.404 [main] INFO  c.H.service.AuthService - Attempting authentication for user with email: john.doe@example.com
2026-05-31 23:17:32.416 [main] INFO  c.H.service.AuthService - User authenticated successfully - Email: john.doe@example.com, Role: PATIENT
2026-05-31 23:17:32.455 [main] INFO  c.H.service.AuthService - Attempting to register new user with email: john.doe@example.com
2026-05-31 23:17:32.457 [main] WARN  c.H.service.AuthService - Registration failed: User already exists with email: john.doe@example.com
2026-05-31 23:17:32.500 [main] INFO  c.H.service.AuthService - Attempting authentication for user with email: john.doe@example.com
2026-05-31 23:17:32.503 [main] WARN  c.H.service.AuthService - Authentication failed: Invalid credentials for email: john.doe@example.com
2026-05-31 23:17:32.536 [main] INFO  c.H.service.AuthService - Attempting to register new user with email: john.doe@example.com
2026-05-31 23:17:32.537 [main] INFO  c.H.service.AuthService - User registered successfully - Name: John Doe, Email: john.doe@example.com, Phone: 1234567890, Role: PATIENT
2026-05-31 23:19:25.626 [main] INFO  c.H.service.AuthService - Attempting authentication for user with email: john.doe@example.com
2026-05-31 23:19:25.634 [main] INFO  c.H.service.AuthService - User authenticated successfully - Email: john.doe@example.com, Role: PATIENT
2026-05-31 23:19:25.649 [main] INFO  c.H.service.AuthService - Attempting to register new user with email: john.doe@example.com
2026-05-31 23:19:25.651 [main] WARN  c.H.service.AuthService - Registration failed: User already exists with email: john.doe@example.com
2026-05-31 23:19:25.677 [main] INFO  c.H.service.AuthService - Attempting authentication for user with email: john.doe@example.com
2026-05-31 23:19:25.682 [main] WARN  c.H.service.AuthService - Authentication failed: Invalid credentials for email: john.doe@example.com
2026-05-31 23:19:25.702 [main] INFO  c.H.service.AuthService - Attempting to register new user with email: john.doe@example.com
2026-05-31 23:19:25.704 [main] INFO  c.H.service.AuthService - User registered successfully - Name: John Doe, Email: john.doe@example.com, Phone: 1234567890, Role: PATIENT
2026-05-31 23:20:37.393 [main] INFO  c.H.service.AuthService - Attempting authentication for user with email: john.doe@example.com
2026-05-31 23:20:37.401 [main] INFO  c.H.service.AuthService - User authenticated successfully - Email: john.doe@example.com, Role: PATIENT
2026-05-31 23:20:37.416 [main] INFO  c.H.service.AuthService - Attempting to register new user with email: john.doe@example.com
2026-05-31 23:20:37.417 [main] WARN  c.H.service.AuthService - Registration failed: User already exists with email: john.doe@example.com
2026-05-31 23:20:37.440 [main] INFO  c.H.service.AuthService - Attempting authentication for user with email: john.doe@example.com
2026-05-31 23:20:37.444 [main] WARN  c.H.service.AuthService - Authentication failed: Invalid credentials for email: john.doe@example.com
2026-05-31 23:20:37.459 [main] INFO  c.H.service.AuthService - Attempting to register new user with email: john.doe@example.com
2026-05-31 23:20:37.461 [main] INFO  c.H.service.AuthService - User registered successfully - Name: John Doe, Email: john.doe@example.com, Phone: 1234567890, Role: PATIENT
2026-05-31 23:21:00.956 [main] INFO  c.H.service.AuthService - Attempting authentication for user with email: john.doe@example.com
2026-05-31 23:21:00.966 [main] INFO  c.H.service.AuthService - User authenticated successfully - Email: john.doe@example.com, Role: PATIENT
2026-05-31 23:21:00.981 [main] INFO  c.H.service.AuthService - Attempting to register new user with email: john.doe@example.com
2026-05-31 23:21:00.981 [main] WARN  c.H.service.AuthService - Registration failed: User already exists with email: john.doe@example.com
2026-05-31 23:21:01.005 [main] INFO  c.H.service.AuthService - Attempting authentication for user with email: john.doe@example.com
2026-05-31 23:21:01.007 [main] WARN  c.H.service.AuthService - Authentication failed: Invalid credentials for email: john.doe@example.com
2026-05-31 23:21:01.032 [main] INFO  c.H.service.AuthService - Attempting to register new user with email: john.doe@example.com
2026-05-31 23:21:01.035 [main] INFO  c.H.service.AuthService - User registered successfully - Name: John Doe, Email: john.doe@example.com, Phone: 1234567890, Role: PATIENT
